FAM_PROF;COD_C;DEN_C;NIVEL;COD_ECP;DEN_ECP
Actividades Físicas y Deportivas;AFDA0210;Acondicionamiento físico en sala de entrenamiento polivalente;3;UC0273_3;DETERMINAR LA CONDICIÓN FÍSICA, BIOLÓGICA Y MOTIVACIONAL DEL USUARIO
Actividades Físicas y Deportivas;AFDA0210;Acondicionamiento físico en sala de entrenamiento polivalente;3;UC0273_3;DETERMINAR LA CONDICIÓN FÍSICA, BIOLÓGICA Y MOTIVACIONAL DEL USUARIO
Actividades Físicas y Deportivas;AFDA0210;Acondicionamiento físico en sala de entrenamiento polivalente;3;UC0274_3;Programar las actividades propias de una Sala de Entrenamiento Polivalente (SEP), atendiendo a criterios de promoción de la salud y el bienestar del usuario
Actividades Físicas y Deportivas;AFDA0210;Acondicionamiento físico en sala de entrenamiento polivalente;3;UC0274_3;Programar las actividades propias de una Sala de Entrenamiento Polivalente (SEP), atendiendo a criterios de promoción de la salud y el bienestar del usuario
Actividades Físicas y Deportivas;AFDA0210;Acondicionamiento físico en sala de entrenamiento polivalente;3;UC0274_3;Programar las actividades propias de una Sala de Entrenamiento Polivalente (SEP), atendiendo a criterios de promoción de la salud y el bienestar del usuario
Actividades Físicas y Deportivas;AFDA0210;Acondicionamiento físico en sala de entrenamiento polivalente;3;UC0275_3;Instruir y dirigir actividades de acondicionamiento físico con equipamientos y materiales propios de Salas de Entrenamiento Polivalente (SEP)
Actividades Físicas y Deportivas;AFDA0210;Acondicionamiento físico en sala de entrenamiento polivalente;3;UC0275_3;Instruir y dirigir actividades de acondicionamiento físico con equipamientos y materiales propios de Salas de Entrenamiento Polivalente (SEP)
Actividades Físicas y Deportivas;AFDA0210;Acondicionamiento físico en sala de entrenamiento polivalente;3;UC0275_3;Instruir y dirigir actividades de acondicionamiento físico con equipamientos y materiales propios de Salas de Entrenamiento Polivalente (SEP)
Actividades Físicas y Deportivas;AFDA0211;Animación físico-deportiva y recreativa;3;UC0272_2;ASISTIR COMO PRIMER INTERVINIENTE EN CASO DE ACCIDENTE O SITUACIÓN DE EMERGENCIA
Actividades Físicas y Deportivas;AFDA0211;Animación físico-deportiva y recreativa;3;UC1095_3;ORGANIZAR Y DESARROLLAR ACTIVIDADES CULTURALES CON FINES DE ANIMACIÓN TURÍSTICA Y RECREATIVA
Actividades Físicas y Deportivas;AFDA0211;Animación físico-deportiva y recreativa;3;UC1096_3;ORGANIZAR Y DESARROLLAR VELADAS Y ESPECTÁCULOS CON FINES DE ANIMACIÓN
Actividades Físicas y Deportivas;AFDA0211;Animación físico-deportiva y recreativa;3;UC1096_3;ORGANIZAR Y DESARROLLAR VELADAS Y ESPECTÁCULOS CON FINES DE ANIMACIÓN
Actividades Físicas y Deportivas;AFDA0211;Animación físico-deportiva y recreativa;3;UC1658_3;Elaborar, gestionar, promocionar y evaluar proyectos de animación físico-deportivos y recreativos
Actividades Físicas y Deportivas;AFDA0211;Animación físico-deportiva y recreativa;3;UC1659_3;Organizar y dinamizar eventos, actividades y juegos de animación físico-deportiva y recreativa para todo tipo de usuarios
Actividades Físicas y Deportivas;AFDA0211;Animación físico-deportiva y recreativa;3;UC1659_3;Organizar y dinamizar eventos, actividades y juegos de animación físico-deportiva y recreativa para todo tipo de usuarios
Actividades Físicas y Deportivas;AFDA0310;Actividades de natación;3;UC0269_2;EJECUTAR TÉCNICAS ESPECÍFICAS DE NATACIÓN CON EFICACIA Y SEGURIDAD
Actividades Físicas y Deportivas;AFDA0310;Actividades de natación;3;UC0269_2;EJECUTAR TÉCNICAS ESPECÍFICAS DE NATACIÓN CON EFICACIA Y SEGURIDAD
Actividades Físicas y Deportivas;AFDA0310;Actividades de natación;3;UC0271_2;RESCATAR PERSONAS EN CASO DE ACCIDENTE O SITUACIÓN DE EMERGENCIA EN INSTALACIONES ACUÁTICAS
Actividades Físicas y Deportivas;AFDA0310;Actividades de natación;3;UC0272_2;ASISTIR COMO PRIMER INTERVINIENTE EN CASO DE ACCIDENTE O SITUACIÓN DE EMERGENCIA
Actividades Físicas y Deportivas;AFDA0310;Actividades de natación;3;UC1084_3;Programar actividades de enseñanza y acondicionamiento físico básico relativas a actividades de natación
Actividades Físicas y Deportivas;AFDA0310;Actividades de natación;3;UC1084_3;Programar actividades de enseñanza y acondicionamiento físico básico relativas a actividades de natación
Actividades Físicas y Deportivas;AFDA0310;Actividades de natación;3;UC1085_3;Dirigir el aprendizaje y el acondicionamiento físico básico en actividades de natación
Actividades Físicas y Deportivas;AFDA0310;Actividades de natación;3;UC1085_3;Dirigir el aprendizaje y el acondicionamiento físico básico en actividades de natación
Actividades Físicas y Deportivas;AFDA0310;Actividades de natación;3;UC1086_3;Organizar y colaborar en competiciones no oficiales de nivel básico o social y eventos lúdico-deportivos en el medio acuático
Actividades Físicas y Deportivas;AFDA0311;Instrucción en yoga;3;UC0272_2;ASISTIR COMO PRIMER INTERVINIENTE EN CASO DE ACCIDENTE O SITUACIÓN DE EMERGENCIA
Actividades Físicas y Deportivas;AFDA0311;Instrucción en yoga;3;UC2038_3;Ejecutar las técnicas específicas del yoga con eficacia y seguridad
Actividades Físicas y Deportivas;AFDA0311;Instrucción en yoga;3;UC2038_3;Ejecutar las técnicas específicas del yoga con eficacia y seguridad
Actividades Físicas y Deportivas;AFDA0311;Instrucción en yoga;3;UC2038_3;Ejecutar las técnicas específicas del yoga con eficacia y seguridad
Actividades Físicas y Deportivas;AFDA0311;Instrucción en yoga;3;UC2039_3;Programar las actividades de la sala de yoga de acuerdo a la programación general de referencia
Actividades Físicas y Deportivas;AFDA0311;Instrucción en yoga;3;UC2039_3;Programar las actividades de la sala de yoga de acuerdo a la programación general de referencia
Actividades Físicas y Deportivas;AFDA0311;Instrucción en yoga;3;UC2040_3;Concretar, dirigir y dinamizar sesiones de instrucción en yoga de acuerdo a las características, necesidades y expectativas de los practicantes
Actividades Físicas y Deportivas;AFDA0311;Instrucción en yoga;3;UC2040_3;Concretar, dirigir y dinamizar sesiones de instrucción en yoga de acuerdo a las características, necesidades y expectativas de los practicantes
Actividades Físicas y Deportivas;AFDA0411;Animación físico-deportiva y recreativa para personas con discapacidad;3;UC0272_2;ASISTIR COMO PRIMER INTERVINIENTE EN CASO DE ACCIDENTE O SITUACIÓN DE EMERGENCIA
Actividades Físicas y Deportivas;AFDA0411;Animación físico-deportiva y recreativa para personas con discapacidad;3;UC1658_3;Elaborar, gestionar, promocionar y evaluar proyectos de animación físico-deportivos y recreativos
Actividades Físicas y Deportivas;AFDA0411;Animación físico-deportiva y recreativa para personas con discapacidad;3;UC1660_3;Concretar, dirigir y dinamizar actividades, juegos y deportes con y sin adaptaciones y colaborar en competiciones recreativas y eventos físico-deportivos y recreativos para usuarios con discapacidad intelectual
Actividades Físicas y Deportivas;AFDA0411;Animación físico-deportiva y recreativa para personas con discapacidad;3;UC1660_3;Concretar, dirigir y dinamizar actividades, juegos y deportes con y sin adaptaciones y colaborar en competiciones recreativas y eventos físico-deportivos y recreativos para usuarios con discapacidad intelectual
Actividades Físicas y Deportivas;AFDA0411;Animación físico-deportiva y recreativa para personas con discapacidad;3;UC1661_3;Concretar, dirigir y dinamizar actividades, juegos y deportes adaptados y específicos y colaborar en competiciones recreativas y eventos físico-deportivos y recreativos para usuarios con discapacidad física
Actividades Físicas y Deportivas;AFDA0411;Animación físico-deportiva y recreativa para personas con discapacidad;3;UC1661_3;Concretar, dirigir y dinamizar actividades, juegos y deportes adaptados y específicos y colaborar en competiciones recreativas y eventos físico-deportivos y recreativos para usuarios con discapacidad física
Actividades Físicas y Deportivas;AFDA0411;Animación físico-deportiva y recreativa para personas con discapacidad;3;UC1662_3;Concretar, dirigir y dinamizar actividades, juegos y deportes adaptados y específicos y colaborar en competiciones recreativas y eventos físico-deportivos y recreativos para usuarios con discapacidad visual
Actividades Físicas y Deportivas;AFDA0411;Animación físico-deportiva y recreativa para personas con discapacidad;3;UC1662_3;Concretar, dirigir y dinamizar actividades, juegos y deportes adaptados y específicos y colaborar en competiciones recreativas y eventos físico-deportivos y recreativos para usuarios con discapacidad visual
Actividades Físicas y Deportivas;AFDP0211;Coordinación de servicios de socorrismo en instalaciones y espacios naturales acuáticos;3;UC0269_2;EJECUTAR TÉCNICAS ESPECÍFICAS DE NATACIÓN CON EFICACIA Y SEGURIDAD
Actividades Físicas y Deportivas;AFDP0211;Coordinación de servicios de socorrismo en instalaciones y espacios naturales acuáticos;3;UC0269_2;EJECUTAR TÉCNICAS ESPECÍFICAS DE NATACIÓN CON EFICACIA Y SEGURIDAD
Actividades Físicas y Deportivas;AFDP0211;Coordinación de servicios de socorrismo en instalaciones y espacios naturales acuáticos;3;UC0272_2;ASISTIR COMO PRIMER INTERVINIENTE EN CASO DE ACCIDENTE O SITUACIÓN DE EMERGENCIA
Actividades Físicas y Deportivas;AFDP0211;Coordinación de servicios de socorrismo en instalaciones y espacios naturales acuáticos;3;UC1762_3;Planificar y organizar recursos humanos y materiales para prevenir, vigilar e intervenir ante accidentes en espacios acuáticos
Actividades Físicas y Deportivas;AFDP0211;Coordinación de servicios de socorrismo en instalaciones y espacios naturales acuáticos;3;UC1762_3;Planificar y organizar recursos humanos y materiales para prevenir, vigilar e intervenir ante accidentes en espacios acuáticos
Actividades Físicas y Deportivas;AFDP0211;Coordinación de servicios de socorrismo en instalaciones y espacios naturales acuáticos;3;UC1763_3;Supervisar y evaluar los recursos humanos y materiales de socorrismo en espacios acuáticos
Actividades Físicas y Deportivas;AFDP0211;Coordinación de servicios de socorrismo en instalaciones y espacios naturales acuáticos;3;UC1763_3;Supervisar y evaluar los recursos humanos y materiales de socorrismo en espacios acuáticos
Actividades Físicas y Deportivas;AFDP0211;Coordinación de servicios de socorrismo en instalaciones y espacios naturales acuáticos;3;UC1764_3;Dirigir equipos de socorrismo ante accidentes en espacios acuáticos
Actividades Físicas y Deportivas;AFDP0211;Coordinación de servicios de socorrismo en instalaciones y espacios naturales acuáticos;3;UC1764_3;Dirigir equipos de socorrismo ante accidentes en espacios acuáticos
Administración y Gestión;ADG_C_001_3B;Actividades de grabación, reproducción y  tratamiento de datos y documentos;1;UC0970_1;Realizar operaciones auxiliares de transmisión y recepción de información operativa
Administración y Gestión;ADG_C_001_3B;Actividades de grabación, reproducción y  tratamiento de datos y documentos;1;UC0971_1;Realizar operaciones auxiliares de reproducción y archivo
Administración y Gestión;ADG_C_001_3B;Actividades de grabación, reproducción y  tratamiento de datos y documentos;1;UC0973_1;Introducir datos y textos en terminales informáticos
Administración y Gestión;ADG_C_001_3B;Actividades de grabación, reproducción y  tratamiento de datos y documentos;1;UC0974_1;Realizar operaciones auxiliares de tratamiento de datos, textos y documentos
Administración y Gestión;ADG_C_002_3B;Operaciones administrativas básicas;1;UC0969_1;Realizar operaciones auxiliares administrativas
Administración y Gestión;ADG_C_002_3B;Operaciones administrativas básicas;1;UC0970_1;Realizar operaciones auxiliares de transmisión y recepción de información operativa
Administración y Gestión;ADG_C_002_3B;Operaciones administrativas básicas;1;UC0971_1;Realizar operaciones auxiliares de reproducción y archivo
Administración y Gestión;ADG_C_002_3B;Operaciones administrativas básicas;1;UC0974_1;Realizar operaciones auxiliares de tratamiento de datos, textos y documentos
Administración y Gestión;ADG_C_003_3B;Servicios comerciales de atención al cliente y preparación de pedidos;1;UC0973_1;Introducir datos y textos en terminales informáticos
Administración y Gestión;ADG_C_003_3B;Servicios comerciales de atención al cliente y preparación de pedidos;1;UC1326_1;Preparar pedidos de forma eficaz y eficiente, siguiendo procedimientos establecidos
Administración y Gestión;ADG_C_003_3B;Servicios comerciales de atención al cliente y preparación de pedidos;1;UC1329_1;Proporcionar atención e información operativa, estructurada y protocolarizada al cliente
Administración y Gestión;ADG_C_004_3B;Operaciones auxiliares de ofimática, reprografía y configuración de equipos informáticos;1;UC0971_1;Realizar operaciones auxiliares de reproducción y archivo
Administración y Gestión;ADG_C_004_3B;Operaciones auxiliares de ofimática, reprografía y configuración de equipos informáticos;1;UC0974_1;Realizar operaciones auxiliares de tratamiento de datos, textos y documentos
Administración y Gestión;ADG_C_004_3B;Operaciones auxiliares de ofimática, reprografía y configuración de equipos informáticos;1;UC1209_1;Realizar operaciones auxiliares con tecnologías de la información y la comunicación
Administración y Gestión;ADGG0408;Operaciones auxiliares de servicios administrativos y generales;1;UC0969_1;Realizar e integrar operaciones de apoyo administrativo básico
Administración y Gestión;ADGG0408;Operaciones auxiliares de servicios administrativos y generales;1;UC0969_1;Realizar e integrar operaciones de apoyo administrativo básico
Administración y Gestión;ADGG0408;Operaciones auxiliares de servicios administrativos y generales;1;UC0969_1;Realizar e integrar operaciones de apoyo administrativo básico
Administración y Gestión;ADGG0408;Operaciones auxiliares de servicios administrativos y generales;1;UC0970_1;Transmitir y recibir información operativa en gestiones rutinarias con agentes externos de la organización
Administración y Gestión;ADGG0408;Operaciones auxiliares de servicios administrativos y generales;1;UC0970_1;Transmitir y recibir información operativa en gestiones rutinarias con agentes externos de la organización
Administración y Gestión;ADGG0408;Operaciones auxiliares de servicios administrativos y generales;1;UC0971_1;REALIZAR OPERACIONES AUXILIARES DE REPRODUCCIÓN Y ARCHIVO EN SOPORTE CONVENCIONAL O INFORMÁTICO
Administración y Gestión;ADGG0408;Operaciones auxiliares de servicios administrativos y generales;1;UC0971_1;REALIZAR OPERACIONES AUXILIARES DE REPRODUCCIÓN Y ARCHIVO EN SOPORTE CONVENCIONAL O INFORMÁTICO
Administración y Gestión;ADGG0508;Operaciones de grabación y tratamiento de datos y documentos;1;UC0971_1;REALIZAR OPERACIONES AUXILIARES DE REPRODUCCIÓN Y ARCHIVO EN SOPORTE CONVENCIONAL O INFORMÁTICO
Administración y Gestión;ADGG0508;Operaciones de grabación y tratamiento de datos y documentos;1;UC0971_1;REALIZAR OPERACIONES AUXILIARES DE REPRODUCCIÓN Y ARCHIVO EN SOPORTE CONVENCIONAL O INFORMÁTICO
Administración y Gestión;ADGG0508;Operaciones de grabación y tratamiento de datos y documentos;1;UC0973_1;INTRODUCIR DATOS Y TEXTOS EN TERMINALES INFORMÁTICOS EN CONDICIONES DE SEGURIDAD, CALIDAD Y EFICIENCIA
